faction,title,type,rarity,health,attack,defense,speed,crit_rate,crit_damage,resist,accuracy,skill_1,skill_2,skill_3,skill_4,skill_5
Knight Revenant,Arcanist,Support,Rare,16185,936,738,98,15,50,30,0,"Paralyzing Touch Level 1
 Attacks 1 enemy. Has a 20% chance of placing a [Sleep] debuff for
 1 turn.
 
 Damage based on: [ATK]
 
  
 
 Zz Sleep
 
 Lvl. 2 Buff/Debuff Chance +5%
 Lvl. 3 Damage +5%
 
 Lvl. 4 Buff/Debuff Chance +5%
 Lvl. 5 Damage +10%
 
 Lvl. 6 Buff/Debuff Chance +10%
 Lvl. 7 Damage +10%","Unnatural Recovery Level 1
 Places a 15% [Continuous Heal] buff on all allies for 2 turns.
 
  
 
 @ Continuous Heal
 Lvl. 2 Cooldown -1","Vigor Level 1
 Places a 25% [Increase ATK] buff and a 15% [Increase C. RATE] buff
 on all allies for 3 turns.
 
  
 
 Y Increase ATK
 ® Increase C. RATE
 
 Lvl. 2 Cooldown -1","Aura
 Increases Ally DEF in the Arena by 25%.",
Knight Revenant,Daywalker,HP,Rare,16515,925,1002,91,15,60,30,0,"Grave's Grasp Level 1
 Attacks 1 enemy. Places an extra hit if the target has more HP than
 this Champion.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +5%","Unnatural Vigor Level 1
 Places a 25% [Ally Protection] buff on all allies for 2 turns. Places a
 {Block Debuffs} buff on this Champion for 2 turns. Removes all
 debuffs from this Champion.
 
  
 
 & Ally Protection
 Y Block Debuffs
 
 Lvl. 2 Cooldown -1","Death Denied Level 1
 Revives this Champion with 30% HP and attacks all enemies after
 being killed.
 
 Damage based on: [ATK]","Aura
 Increases Ally C. RATE in the Arena by 21%.
 7 Te",
Knight Revenant,Executioner,Defense,Rare,14865,782,1255,89,15,50,40,0,"Shield Bash Level 1
 Attacks 1 enemy. Has a 15% chance of placing a [Stun] debuff for 1
 turn.
 
 Damage based on: [ATK]
 
  
 
 © Stun
 
  
 
 Lvl. 2 Damage +10%
 Lvl. 3 Buff/Debuff Chance +5%
 Lvl. 4 Damage +10%
 
 Lvl. 5 Buff/Debuff Chance +5%
 Lvl. 6 Buff/Debuff Chance +5%
 
 zn","Tumult Level 1
 Attacks all enemies. Decreases the Turn Meter by 20%. Has a 50%
 chance of placing a 15% [Decrease SPD] debuff for 2 turns.
 
 Damage based on: [ATK] [DEF]
 
  
 
 # Decrease SPD
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Buff/Debuff Chance +10%
 Lvl. 4 Damage +10%
 
 Lvl. 5 Buff/Debuff Chance +15%
 Lvl. 6 Cooldown -1","Schiltron Level 1
 Places a 60% [increase DEF] buff and a [Counterattack] buff on this
 Champion for 3 turns.
 
  
 
 == Counterattack
 @ increase DEF
 
 Lvl. 2 Cooldown -1
 Lvl. 3 Cooldown -1","Aura
 Increases Ally DEF in all Battles by 17%.",
Knight Revenant,Gladiator,Attack,Rare,14040,1156,936,97,15,57,30,0,"Cleaving Axe Level 1
 Attacks 1 enemy 2 times. Has a 30% chance of placing a 50%
 [Decrease ATK] debuff for 2 turns if the target's Turn Meter is more
 than or exactly 50% full.
 
 Has a 30% chance of placing a 30% [Decrease SPD] debuff for 2
 turns if the target's Turn Meter is less than 50% full.
 
 Damage based on: [ATK]
 
  
 
 Rm Decrease ATK
 GF Decrease SPD
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +5%
 
 Lvl. 4 Buff/Debuff Chance +5%
 Lvl. 5 Buff/Debuff Chance +5%
 Lvl. 6 Buff/Debuff Chance +10%","Capital Punishment Level 1
 Attacks 2 times at random. Has an 80% chance of placing a [Stun]
 debuff if the target's Turn Meter is above or equal 75%.
 
 Damage based on: [ATK]
 
 © Stun
 
  
 
 Lvl. 2 Damage +1%
 
 Lvl. 3 Buff/Debuff Chance +10%
 Lvl. 4 Buff/Debuff Chance +10%
 Lvl. 5 Cooldown -1","Torture Level 1
 Attacks all enemies.
 
 Damage based on: [ATK]
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +10%
 Lvl. 4 Damage +10%
 Lvl. 5 Cooldown -1",,
Knight Revenant,Guardian,HP,Rare,19155,826,925,96,15,50,40,0,"Chop Level 1
 Attacks 1 enemy. Has a 50% chance of decreasing the duration of
 all enemy buffs by 2 turns.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Buff/Debuff Chance +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Buff/Debuff Chance +5%
 Lvl. 6 Damage +5%
 Lvl. 7 Buff/Debuff Chance +5%","Thunderclap Level 1
 Attacks 4 times at random. Each hit has a 30% chance of applying a
 (Block Buffs] debuff for 2 turns.
 
 Damage based on: [ATK] [HP]
 
  
 
 % Block Buffs
 
 Lvl. 2 Damage +10%
 Lvl. 3 Damage +10%
 Lvl. 4 Buff/Debuff Chance +5%
 Lvl. 5 Damage +10%
 Lvl. 6 Cooldown -1
 
 F)","Prayer Level 1
 Places a [Block Debuffs] buff and a [Counterattack] buff on this
 Champion for 2 turns. Also places a 15% [Continuous Heal] buff on
 this Champion for 2 turns.
 
 = Continuous Heal
 
 @ Block Debuffs
 
 == Counterattack
 
  
 
 Lvl. 2 Cooldown -1","Aura
 Increases Ally HP in Dungeons by 27%.
 
 |e",
Knight Revenant,Magus,Attack,Rare,13710,1299,804,94,15,50,30,0,"Paralyze Level 1
 Attacks 1 enemy. Has a 25% chance of placing a [Stun] debuff for 1
 turn.
 
 Damage based on: [ATK]
 
 © Stun
 
  
 
 Lvl. 2 Buff/Debuff Chance +5%
 Lvl. 3 Buff/Debuff Chance +5%
 Lvl. 4 Buff/Debuff Chance +5%
 Lvl. 5 Buff/Debuff Chance +5%
 Lvl. 6 Buff/Debuff Chance +5%","Toxin Level 1
 Has a 75% chance of placing a 5% [Poison] debuff on all enemies for
 2 turns.
 
  
 
 @ Poison
 
  
 
 Lvl. 2 Buff/Debuff Chance +5%
 Lvl. 3 Buff/Debuff Chance +10%
 Lvl. 4 Buff/Debuff Chance +10%
 Lvl. 5 Cooldown -1","Vitality Theft Level 1
 Attacks all enemies, then heals this Champion. The amount by
 which this Champion is healed is equal to the damage inflicted.
 
 Damage based on: [ATK]
 
  
 
 Lvl, 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%
 Lvl. 5 Cooldown -1
 Lvl. 6 Cooldown -1","Aura
 Increases Ally SPD in the Arena by 16%.",
Knight Revenant,Renegade,Support,Rare,18495,1046,749,95,15,50,30,10,"Lingering Pain Level 1
 Attacks 1 enemy. Has a 25% chance of placing a 100% [Heal
 Reduction] debuff for 1 turn.
 
 Damage based on: [ATK] [SPD]
 
  
 
 Ra Heal Reduction
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +10%
 Lvl. 4 Buff/Debuff Chance +10%
 Lvl. 5 Buff/Debuff Chance +15%","Lash Out Level 1
 Attacks at random 3 times. Has a 50% chance of placing a 15%
 [Decrease SPD) debuff for 2 turns. Places a 25% [Decrease ACC]
 debuff for 2 turns if the target has any active buffs.
 
 Damage based on: [ATK]
 
  
 
 z Decrease SPD
 oe Decrease ACC
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +10%
 
 Lvl. 4 Buff/Debuff Chance +10%
 Lvl. 5 Buff/Debuff Chance +15%","Sacrificial Ritual Level 1
 Decreases the cooldown of all ally skills by 2 turns. This skill does
 not affect this Champion, or other Champions with this skill. This
 Champion will receive damage equal to 30% of their MAX HP. This
 will happen even if it kills this Champion.
 
  
 
 Lvl. 2 Cooldown -1
 Lvl. 3 Cooldown -1","Aura
 Increases Ally RESIST in all Battles by 40.",
Knight Revenant,Theurgist,Support,Rare,18495,947,848,103,15,50,30,0,"Ice Debris Level 1
 Attacks 1 enemy. Fills the Turn Meter for a random ally by 10%.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +5%","Touch of Sealing Level 1
 Attacks 1 enemy. Has a 75% chance of placing a [Block Buffs]
 debuff for 1 turn.
 
 Damage based on: [ATK]
 
  
 
 % Block Buffs
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +5%
 
 Lvl. 4 Buff/Debuff Chance +10%
 Lvl. 5 Buff/Debuff Chance +15%
 Lvl. 6 Cooldown -1
 
 i\\
 
  
 
 f, a
 ane","Uplift Level 1
 Places a 30% [increase DEF] buff and a 25% [increase ATK] buff on
 all allies for 2 turns.
 
 YW increase ATK
 @ Increase DEF
 
 Lvl. 2 Cooldown -1
 Lvl. 3 Cooldown -1",,
Knight Revenant,Admonitor,HP,Uncommon,18990,617,870,95,15,50,30,0,"Shield Wall Level 1
 Attacks 1 enemy. Places a [Shield] buff on this Champion for 1 turn
 equal to the 10% of the damage inflicted.
 
 Damage based on: [ATK]
 
  
 
 @ Shield
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +5%
 Lvl. 6 Damage +5%
 Lvl. 7 Damage +10%
 
 —","Cover Level 1
 Places a 50% [Ally Protection] buff on a target ally for 2 turns.
 
  
 
 BK Ally Protection
 
  
 
 Lvl. 2 Cooldown -1
 Lvl. 3 Cooldown -1",,,
Knight Revenant,Cultist,Attack,Uncommon,12390,1167,760,84,15,50,30,0,"Sickle Level 1
 Attacks 1 enemy 2 times.
 
 Damage based on: [ATK]
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +5%","Toxic Miasma Level 1
 Attacks all enemies. Has a 25% chance of placing a 2.5% [Poison]
 debuff for 2 turns.
 
 Damage based on: [ATK]
 
  
 
 @ Poison
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +10%
 
 Lvl. 4 Buff/Debuff Chance +5%
 Lvl. 5 Buff/Debuff Chance +10%
 Lvl. 6 Cooldown -1",,,
Knight Revenant,Herald,Support,Uncommon,16845,782,848,99,15,50,30,0,"Doombolt Level 1
 Attacks 1 enemy. Has a 15% chance of placing a 15% [Decrease
 SPD] debuff for 1 turn.
 
 Damage based on: [ATK]
 
  
 
 zx Decrease SPD
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Buff/Debuff Chance +5%
 Lvl. 6 Buff/Debuff Chance +5%","Unholy Grace Level 1
 Places a 30% [Increase C. RATE] buff on all allies for 2 turns.
 
  
 
 Ww Increase C. RATE
 
  
 
 Lvl. 2 Cooldown -1
 Lvl. 3 Cooldown -1",,,
Lizardmen,Troglodyte,Defense,Common,9750,760,793,87,15,50,30,0,"Acid Blade Level 1
 Attacks 1 enemy 2 times. Has a 20% chance of placing a 25%
 {Decrease ATK] debuff for 1 turn. Damage inflicted is proportional to
 DEF.
 
 Damage based on: [DEF]
 
  
 
 Pd Decrease ATK
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +5%",,,,
Lizardmen,Broadmaw,Support,Epic,18660,1101,958,104,15,50,30,0,"Ice Blast Level 1
 Attacks 1 enemy. Has a 25% chance of placing a [Freeze] debuff for
 1 turn.
 
 Damage based on: [ATK]
 
  
 
 & Freeze
 
 Lvl. 2 Damage +5%
 Lvl. 3 Buff/Debuff Chance +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Buff/Debuff Chance +5%
 Lvl. 6 Damage +5%","Gift Level 1
 Places a 30% [Increase C. RATE] buff and a 15% [Increase SPD] buff
 on all allies for 2 turns.
 
 WH increase C. RATE
 Ji increase SPD
 
 Lvl. 2 Cooldown -1
 
  
 
 iN
 8)»
 > ‘
 ——a——e,
 =
 
 &
 ® 7
 \ gi® oy","Resurrect Level 1
 Revives 2 random dead allies with 25% HP. Places a [Block
 Damage] buff on the revived allies for 1 turn.
 
  
 
 @ Block Damage
 
  
 
 Lvl. 2 Heal +5%
 Lvl. 3 Heal +10%
 Lvl. 4 Heal +15%
 Lvl. 5 Cooldown -1
 Lvl. 6 Cooldown -1","Aura
 Increases Ally DEF in the Arena by 33%.",
Lizardmen,Drake,Attack,Epic,14040,1487,881,95,15,60,30,0,"Death from Above Level 1
 Attacks 1 enemy. Grants an Extra Turn if the target is killed.
 
 Damage based on: [ATK]
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%","Final Blow Level 1
 Attacks 1 enemy. If the target has less than 30% HP, this attack is
 always critical.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%
 Lvl. 5 Cooldown -1
 
 L)","Decimate Level 1
 Attacks 1 enemy. Places a 30% [Decrease SPD] debuff and a 50%
 {Decrease ACC] debuff on all enemies except the target for 2 turns
 if this attack is critical.
 
 Damage based on: [ATK]
 
  
 
 & Decrease SPD
 e Decrease ACC
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%
 Lvl. 5 Cooldown -1","Aura
 Increases Ally ATK in the Arena by 30%.",
Lizardmen,Jarang,Attack,Epic,12885,1608,837,100,15,50,30,15,"Armor Piercer Level 1
 Attacks 1 enemy. Will ignore 30% of the target's DEF.
 
 Damage based on: [ATK)
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +10%","Stunning Toss Level 1
 Attacks 1 enemy 2 times. Has a 50% chance of placing a [Stun]
 debuff for 1 turn.
 
 Damage based on: [ATK]
 
  
 
 0) Stun
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +10%
 
 Lvl. 4 Buff/Debuff Chance +10%
 Lvl. 5 Buff/Debuff Chance +15%","Talons Level 1
 Attacks 3 times at random. Has a 50% chance of placing a 50%
 {Decrease ATK] debuff and a 60% [Decrease DEF] debuff for 2 turns.
 
 Damage based on: [ATK]
 
  
 
 Rm Decrease ATK
 Decrease DEF
 
 Lvl. 2 Damage +10%
 
 Lvl. 3 Buff/Debuff Chance +10%
 Lvl. 4 Buff/Debuff Chance +15%
 Lvl. 5 Cooldown -1",Aura,
Lizardmen,Jizoh,Defense,Epic,16185,815,1376,94,15,50,45,0,"Reaping Blows Level 1
 Attacks 1 enemy 2 times.
 
 Damage based on: [DEF]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%","Fierce Protector Level 1
 Places a [Shield] buff for 3 turns and a [Counterattack] buff for 2
 turns on one ally. Grants an extra turn.
 
  
 
 W Shield
 5 Counterattack
 Lvl. 2 Shield +5%
 Lvl. 3 Shield +5%
 Lvl. 4 Shield +5%
 Lvl. 5 Shield +5%
 
 i me, Vi","Rile Level 1
 Attacks 1 enemy. Has an 80% chance of placing a [Provoke] debuff
 for 2 turns. Places a 15% [Continuous Heal] buff on this Champion
 for 2 turns.
 
 Damage based on: [DEF]
 
 dl Provoke
 = Continuous Heal
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Buff/Debuff Chance +10%
 Lvl. 4 Damage +5%
 
 Lvl. 5 Buff/Debuff Chance +10%
 Lvl. 6 Cooldown -1","Aura
 Increases Ally ATK in all Battles by 18%.",
Lizardmen,Dracomorph,Attack,Legendary,15195,1520,1046,98,15,63,30,10,"Seeping Pain Level 1
 Attacks 1 enemy. Will attack 1 random enemy with any surplus
 damage if the target is killed. Damage inflicted is equal to triple the
 surplus damage.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +10%","Poison Jaws Level 1
 Attacks 3 times at random. Has a 75% chance of placing a 5%
 [Poison] debuff for 2 turns.
 
 Damage based on: [ATK]
 
  
 
 dé Poison
 
 Lvl. 2 Damage +10%
 
 Lvl. 3 Buff/Debuff Chance +10%
 Lvl. 4 Buff/Debuff Chance +15%
 Lvl. 5 Cooldown -1","Baleful Eye Level 1
 Places a 25% [Weaken] debuff and a 30% [Decrease DEF] debuff on
 all enemies for 2 turns.
 
  
 
 @ Decrease DEF
 * Weaken
 
 Lvl. 2 Cooldown -1
 Lvl. 3 Cooldown -1",,
Lizardmen,Fu-Shan,Attack,Legendary,16680,1443,1024,106,15,63,30,0,"Howl Level 1
 Attacks 1 enemy. Has a 25% chance of placing an extra hit.
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +15%","Frightful Claws Level 1
 Attacks all enemies 2 times. Each hit has a 20% chance of placing a
 [Stun] debuff for 1 turn.
 
 Damage based on: [ATK]
 
  
 
 © Stun
 
  
 
 Lvl. 2 Damage +10%
 
 Lvl. 3 Damage +15%
 
 Lvl. 4 Buff/Debuff Chance +15%
 Lvl. 5 Cooldown -1","Shred Level 1
 Attacks 4 times at random. Each hit has a 50% chance of placing a
 60% [Decrease DEF] debuff for 2 turns.
 
 Damage based on: [ATK]
 
  
 
 M Decrease DEF
 
 Lvl. 2 Damage +10%
 
 Lvl. 3 Cooldown -1
 
 Lvl. 4 Buff/Debuff Chance +25%
 Lvl. 5 Cooldown -1","Aura
 Increases Ally SPD in all Battles by 24%.",
Lizardmen,Rhazin Scarhide,Defense,Legendary,18330,1046,1310,91,15,50,50,0,"Bone Sword Level 1
 Attacks 1 enemy 3 times. Has a 20% chance of removing 1 random
 buff from the target.
 
 Damage based on: [DEF]
 
  
 
 Lvl. 2 Damage +10%
 Lvl. 3 Damage +15%
 Lvl. 4 Buff/Debuff Chance +10%
 Lvl. 5 Buff/Debuff Chance +15%","Shear Level 1
 Attacks 1 enemy. Has a 75% chance of placing a 60% [Decrease
 DEF] debuff and a 25% [Weaken] debuff for 2 turns.
 
 Damage based on: [DEF]
 
  
 
 v Decrease DEF
 x Weaken
 
 Lvl. 2 Damage +10%
 
 Lvl. 3 Buff/Debuff Chance +10%
 Lvl. 4 Damage +10%
 
 Lvl. 5 Buff/Debuff Chance +15%
 Lvl. 6 Cooldown -1","Bog Down Level 1
 Attacks all enemies. Decreases the Turn Meter by 100%.
 
 Damage based on: [DEF]
 
 Lvl. 2 Damage +10%
 Lvl. 3 Damage +15%
 Lvl. 4 Cooldown -1","Aura
 Increases Ally RESIST in the Arena by 90.",
Lizardmen,Bogwalker,Defense,Rare,16020,848,1112,93,15,50,40,0,"Bone Katars Level 1
 Attacks 1 enemy. Has a 30% chance of placing a 50% [Decrease
 ATK] debuff for 2 turns.
 
 Damage based on: [DEF]
 
  
 
 Rm Decrease ATK
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Buff/Debuff Chance +5%
 Lvl. 4 Damage +5%
 
 Lvl. 5 Buff/Debuff Chance +5%
 Lvl. 6 Damage +10%
 
 Lvl. 7 Buff/Debuff Chance +10%
 
 aN 7 “ ia","Combo Attack Level 1
 Attacks all enemies. Places a 30% [Increase DEF] buff on all allies
 for 2 turns.
 
 Damage based on: [ATK] [DEF]
 
  
 
 o Increase DEF
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Cooldown -1
 Lvl. 5 Damage +5%
 Lvl. 6 Damage +5%
 Lvl. 7 Damage +10%
 Lvl. 8 Cooldown -1","Scout [Passive] Level 1
 Places a 30% [Reflect Damage] buff on all allies for 1 turn when
 attacked with a critical hit.
 
  
 
 mm Reflect Damage
 
  
 
 Lvl. 2 Cooldown -1","Aura
 Increases Ally HP in Dungeons by 25%.",
Lizardmen,Flinger,Attack,Rare,13050,1266,892,104,15,57,30,0,"Axe Throw Level 1
 Attacks 1 enemy. Has a 40% chance of placing a 30% [Decrease
 DEF] debuff for 1 turn.
 
 Damage based on: [ATK]
 
  
 
 7 Decrease DEF
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +5%
 Lvl. 6 Damage +10%","Meteor Level 1
 Attacks all enemies.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +10%","Burn Level 1
 Attacks 1 enemy. This skill always inflicts a critical hit.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +10%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +10%",,
Lizardmen,Gator,Support,Rare,16515,892,1046,99,15,50,30,0,"Hex Smash Level 1
 Attacks 1 enemy. Has a 30% chance of placing a 50% [Heal
 Reduction] debuff for 2 turns.
 
 Damage based on: [ATK]
 
  
 
 & Heal Reduction
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Buff/Debuff Chance +10%
 Lvl. 5 Buff/Debuff Chance +10%","Radiate Frenzy Level 1
 Places a 25% [Increase ATK] buff on all allies for 2 turns.
 
  
 
 + Increase ATK
 
  
 
 Lvl. 2 Cooldown -1","Defy the Witch Level 1
 Removes all debuffs from all allies.
 
  
 
 Lvl. 2 Cooldown -1
 or
 
 —— ae","Aura
 Increases ae Ally C. RATE in all Battles by 22%.",
Lizardmen,Hurler,Attack,Rare,14700,1432,617,96,15,57,30,0,"Spin Throw Level 1
 Attacks 1 enemy 2 times. Each hit has a 25% chance to Ignore DEF
 by 50%.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +5%
 Lvl. 6 Damage +10%","Firebolt Level 1
 Attacks 1 enemy. Removes 1 random buff from a target. Fill this
 Champion's Turn Meter by 30%.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +10%
 Lvl. 4 Damage +10%","Pin Down Level 1
 Attacks 1 enemy. Puts the target's skills on cooldown.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +10%
 Lvl. 4 Damage +10%","Aura
 Increases Ally ATK in Dungeons by 21%.",
Lizardmen,Metalshaper,Support,Rare,16350,859,1079,90,15,57,30,0,"Transference Bolt Level 1
 Attacks 1 enemy. Has a 30% chance of stealing 1 random buff from
 the target.
 
 Damage based on: [DEF]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Buff/Debuff Chance +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Buff/Debuff Chance +5%
 Lvl. 6 Damage +5%
 Lvl. 7 Buff/Debuff Chance +5%","Fortified Steel Level 1
 Places a [Shield] buff on all allies for 2 turns. The value of [Shield] is
 proportional to this Champion Level.
 
 W® Shield
 
  
 
  
 
 Lvl. 2 Shield +5%
 Lvl. 3 Shield +5%
 Lvl. 4 Shield +10%
 Lvl. 5 Cooldown -1","Rescue Level 1
 Removes all debuffs from an ally with the lowest HP, then heals this
 ally by 20% of this Champion MAX HP. Places a 25% [Increase DEF]
 buff on the target for 3 turns.
 
  
 
 @ increase DEF
 
  
 
 Lvl. 2 Heal +10%
 Lvl. 3 Heal +10%
 Lvl. 4 Cooldown -1",,
Lizardmen,Muckstalker,HP,Rare,20475,903,760,101,15,50,40,0,"Pounce Level 1
 Attacks 1 enemy. Has a 30% chance of placing a [Block Buffs]
 debuff for 2 turns.
 
 Damage based on: [ATK] [HP]
 
  
 
 % Block Buffs
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Buff/Debuff Chance +5%
 Lvl. 4 Damage +5%
 
 Lvl. 5 Buff/Debuff Chance +5%
 Lvl. 6 Damage +10%
 
 Lvl. 7 Buff/Debuff Chance +10%","Strangle Level 1
 Attacks 1 enemy. Places a [Sleep] debuff for 2 turns if the target
 has no active buffs.
 
 Damage based on: [ATK] [HP]
 
  
 
 Zz Sleep
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +5%
 Lvl. 6 Cooldown -1","Herbal Balm [Passive] Level 1
 Places a 15% [Continuous Heal] buff on this Champion for 2 turns if
 incoming damage exceeds 20% HP in one attack.",,
Lizardmen,Skink,Attack,Rare,13380,1310,826,93,15,57,30,0,"Slippery Strike Level 1
 Attacks 1 enemy. Will ignore [Block Damage] and [Shield] buffs.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +10%","Withering Poison Level 1
 Attacks 1 enemy. Has a 50% chance of placing a 30% [Decrease
 DEF] debuff for 2 turns. Places a 50% [Heal Reduction] debuff for 2
 turns if the target has a [Decrease DEF] debuff.
 
 Damage based on: [ATK]
 
  
 
 d Decrease DEF
 & Heal Reduction
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +5%
 
 Lvl. 4 Buff/Debuff Chance +10%
 Lvl. 5 Buff/Debuff Chance +15%
 Lvl. 6 Cooldown -1","Catalyze Level 1
 Attacks 1 enemy. The hit is critical if the target has a [Heal
 Reduction] debuff.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +10%
 Lvl. 4 Damage +10%
 Lvl. 5 Cooldown -1","Aura
 Increases Magic Ally ATK in all Battles by 30%.",
Lizardmen,Skullsworn,Attack,Rare,12720,1365,815,87,15,57,30,0,"Vicious Rip Level 1
 Attacks 1 enemy 2 times. Has a 20% chance of placing an extra hit.
 
 Damage based on: [ATK]
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +5%
 
 Lvl. 4 Damage +5%
 
 Lvl. 5 Damage +5%
 
 Lvl. 6 Damage +10%
 
 Lvl. 7 Buff/Debuff Chance +5%
 Lvl. 8 Buff/Debuff Chance +5%","Cry For Blood Level 1
 Places a 30% [Increase SPD] buff on this Champion for 2 turns. Also
 places a [Counterattack] buff on this Champion for 2 turns.
 
  
 
 & increase SPD
 == counterattack
 
 Lvl. 2 Cooldown -1
 Lvl. 3 Cooldown -1","Feral Hunter [Passive] Level 1
 Fills this Champion's Turn Meter by 15% on critical hits. Fills this
 Champion's Turn Meter by 50% if this Champion kills an enemy.",,
Lizardmen,Slasher,Attack,Rare,13050,1332,826,94,15,37,30,0,"Fearsome Slice Level 1
 Attacks 1 enemy.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%
 Lvl. 5 Damage +10%","Chop Apart Level 1
 Attacks 1 enemy 2 times. Has a 25% chance of placing a 30%
 {Decrease DEF] debuff for 2 turns.
 
 Damage based on: [ATK]
 
  
 
 0 Decrease DEF
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +10%
 
 Lvl. 4 Buff/Debuff Chance +10%
 Lvl. 5 Cooldown -1","Killing Zeal Level 1
 Places a 15% [Increase C. RATE] buff and a [Shield] buff on this
 Champion for 2 turns. The value of [Shield] is proportional to this
 Champion's DEF and C. DMG. Grants an Extra Turn.
 
  
 
 ® increase C. RATE
 W® Shield
 
 Lvl. 2 Cooldown -1
 
 Ay",,
